Date,Month N Year,TotalVaccinated,0-14,15-24,25-34,35-44,45-54,55-64,65-74,75+,Undisclosed
2021-06-30,2021-06-01,2818,45,314,298,344,412,496,429,480,0
2021-06-30,2021-06-01,8821,116,523,264,344,954,1856,2591,2173,0
2021-06-30,2021-06-01,10324,66,399,383,380,1031,2699,3441,1925,0
2021-06-30,2021-06-01,1011,16,77,127,146,145,186,208,106,0
2021-06-30,2021-06-01,22270,0,84,181,205,478,3286,8151,9881,4
2021-06-30,2021-06-01,23104,19,114,154,179,403,2526,8281,11428,0
2021-06-30,2021-06-01,503,0,29,25,38,52,81,159,115,4
2021-06-30,2021-06-01,710,11,75,91,124,107,149,109,44,0
2021-06-30,2021-06-01,664,0,80,221,99,58,87,62,56,1
2021-06-30,2021-06-01,235,0,15,30,26,27,55,44,34,4
2021-06-30,2021-06-01,3186,0,31,36,27,76,708,1313,988,7
2021-06-30,2021-06-01,2680,0,73,85,73,147,528,939,826,9
2021-06-30,2021-06-01,106,0,10,12,16,17,16,17,18,0
2021-06-30,2021-06-01,5806,36,969,1723,961,699,678,471,269,0
2021-06-30,2021-06-01,5232,57,414,1082,873,822,962,737,285,0
2021-06-30,2021-06-01,3,0,0,0,0,0,0,0,0,3
2021-06-30,2021-06-01,18112,240,1178,1441,1730,2095,3177,4145,4106,0
2021-06-30,2021-06-01,18899,176,1264,2061,1598,1666,2890,4231,5013,0
2021-06-30,2021-06-01,10098,144,1072,2186,1884,1649,1598,1099,466,0
2021-06-30,2021-06-01,15659,563,2266,1546,3233,3313,2104,1642,992,0
2021-06-30,2021-06-01,11817,326,1616,1064,1828,2252,1917,1842,972,0
2021-06-30,2021-06-01,20786,391,1660,1425,2420,2722,3108,5018,4042,0
2021-06-30,2021-06-01,18235,268,1417,2321,2607,2751,3282,3085,2504,0
2021-06-30,2021-06-01,13358,165,1211,2982,2397,1972,2039,1630,962,0
2021-06-30,2021-06-01,11965,225,1262,1369,1491,1713,2291,2219,1395,0
2021-06-30,2021-06-01,23625,476,2084,2830,2958,3505,4099,4081,3592,0
2021-06-30,2021-06-01,12708,255,1238,2236,2259,2093,2177,1580,870,0
2021-06-30,2021-06-01,16137,191,1165,1356,1474,1900,2641,3652,3758,0
2021-06-30,2021-06-01,18623,403,1895,1120,1999,3082,3698,3785,2641,0
2021-06-30,2021-06-01,25368,173,1294,1244,1384,1870,3177,6963,9263,0
2021-06-30,2021-06-01,20057,653,2272,1302,3455,3999,2897,3259,2220,0
2021-06-30,2021-06-01,15774,230,1160,1162,1808,1962,3023,4518,1911,0
2021-06-30,2021-06-01,9560,121,980,1290,1186,1357,1826,1632,1168,0
2021-06-30,2021-06-01,12633,196,1274,1475,1478,1688,2424,2182,1916,0
2021-06-30,2021-06-01,12654,161,1153,2828,2326,1920,1903,1531,832,0
2021-06-30,2021-06-01,10772,170,682,1476,1307,1284,1883,2032,1938,0
2021-06-30,2021-06-01,15378,363,1562,1192,1463,2218,3283,3160,2137,0
2021-06-30,2021-06-01,9988,321,1228,776,1638,2141,1830,1385,669,0
2021-06-30,2021-06-01,5332,48,437,1267,766,694,832,797,491,0
2021-06-30,2021-06-01,3663,67,472,585,559,657,637,463,223,0
2021-06-30,2021-06-01,7201,124,836,1233,1235,1117,1293,883,480,0
2021-06-30,2021-06-01,9418,172,970,916,1215,1525,2094,1629,897,0
2021-06-30,2021-06-01,7383,149,966,1182,1083,1245,1255,953,550,0
2021-06-30,2021-06-01,27097,1012,3536,1578,3960,5688,4097,3866,3360,0
2021-06-30,2021-06-01,31075,554,2755,2072,2763,4832,6484,6185,5430,0
2021-06-30,2021-06-01,19071,592,1918,2052,3447,3462,2908,2422,2270,0
2021-06-30,2021-06-01,13710,406,1340,2051,2851,2512,2109,1632,809,0
2021-06-30,2021-06-01,17175,305,1471,947,1711,2828,3890,3773,2250,0
2021-07-07,2021-07-01,34251,947,3452,2773,5315,6086,6249,6194,3235,0
2021-07-07,2021-07-01,26204,977,3618,3370,5276,5402,3869,2475,1217,0
2021-07-07,2021-07-01,12990,365,2079,2140,2413,2492,1938,1073,490,0
2021-07-07,2021-07-01,19504,442,2146,2963,3094,3100,3669,2691,1399,0
2021-07-07,2021-07-01,13235,355,2001,1885,2057,2415,2279,1553,690,0
2021-07-07,2021-07-01,20501,666,2853,2955,3763,3893,3244,2111,1016,0
2021-07-07,2021-07-01,22357,578,2902,3142,4179,4067,3646,2289,1554,0
2021-07-07,2021-07-01,16579,283,1839,2246,2209,2551,2875,2596,1980,0
2021-07-07,2021-07-01,21503,578,2633,2688,3885,3776,3473,3002,1468,0
2021-07-07,2021-07-01,23702,649,2863,3992,3847,3653,4433,2778,1487,0
2021-07-07,2021-07-01,16639,454,2341,2332,2521,2972,2842,2091,1086,0
2021-07-07,2021-07-01,11144,318,1931,1556,1695,2003,1856,1160,625,0
2021-07-07,2021-07-01,22615,764,3352,3330,4379,4648,3161,1913,1068,0
2021-07-07,2021-07-01,23352,359,1943,1850,2181,3404,5289,4953,3373,0
2021-07-07,2021-07-01,21087,650,2723,2306,2931,3678,4562,2818,1419,0
2021-07-07,2021-07-01,11267,199,1201,1636,1548,1759,2021,1799,1104,0
2021-07-07,2021-07-01,15287,332,1489,2262,2470,2201,2669,2265,1599,0
2021-07-07,2021-07-01,22631,518,2259,3149,3311,3341,4207,3594,2252,0
2021-07-07,2021-07-01,12236,260,1571,2237,1992,2034,2033,1379,730,0
2021-07-07,2021-07-01,13617,264,1556,2035,2171,1911,2404,1960,1316,0
2021-07-07,2021-07-01,21126,247,1795,4604,3452,2973,3334,2760,1961,0
2021-07-07,2021-07-01,22081,366,2046,2121,2435,2926,3501,4085,4601,0
2021-07-07,2021-07-01,29111,640,2649,3168,4275,4337,5342,5102,3598,0
2021-07-07,2021-07-01,22073,229,1355,1904,2086,2169,4173,5432,4725,0
2021-07-07,2021-07-01,16032,173,1383,3386,2178,1978,2570,2270,2094,0
2021-07-07,2021-07-01,22463,297,1748,2136,2223,2608,3101,4770,5580,0
2021-07-07,2021-07-01,12288,289,1640,1687,1949,2033,1964,1744,982,0
2021-07-07,2021-07-01,22597,461,1966,3572,3848,3693,3847,3010,2200,0
2021-07-07,2021-07-01,16543,471,2118,1612,2427,3062,2806,2387,1660,0
2021-07-07,2021-07-01,16154,477,2476,2683,3107,2882,2405,1408,716,0
2021-07-07,2021-07-01,17309,380,1845,2253,2814,2617,2951,2359,2090,0
2021-07-07,2021-07-01,17260,285,1922,3359,2757,2449,2647,2383,1458,0
2021-07-07,2021-07-01,15765,307,1779,2802,2766,2564,2632,1826,1089,0
2021-07-07,2021-07-01,16722,295,1628,1878,2152,2107,2954,3322,2386,0
2021-07-07,2021-07-01,30967,210,10364,9472,3389,2353,2475,1726,978,0
2021-07-07,2021-07-01,32805,707,3863,5410,5377,5505,5758,4054,2131,0
2021-07-07,2021-07-01,26718,323,4085,6187,3747,3023,3562,2933,2858,0
2021-07-07,2021-07-01,20342,510,2794,2852,3119,3546,3631,2374,1516,0
2021-07-07,2021-07-01,25919,578,3117,3649,4241,4526,4260,3691,1857,0
2021-07-07,2021-07-01,31729,574,2997,4935,5227,4847,5472,4667,3010,0
2021-07-07,2021-07-01,22921,425,2769,3635,3559,3580,3917,3150,1886,0
2021-07-07,2021-07-01,22978,441,2987,5187,4053,3849,3512,1963,986,0
2021-07-07,2021-07-01,18062,504,2751,2680,2819,3346,3095,1848,1019,0
2021-07-07,2021-07-01,19746,626,3285,3037,3114,3681,3277,1716,1010,0
2021-07-07,2021-07-01,24479,432,2608,3173,3412,3711,4736,3950,2457,0
2021-07-07,2021-07-01,32518,537,3492,4761,4075,4759,6140,5413,3341,0
2021-07-07,2021-07-01,25438,736,3349,3846,4413,4429,4342,2805,1518,0
2021-07-07,2021-07-01,19002,527,2526,2126,3139,3672,2888,2665,1459,0
2021-07-07,2021-07-01,17042,522,2892,2780,2710,3134,2649,1547,808,0
2021-07-07,2021-07-01,19884,336,2505,3699,2976,2937,3181,2395,1855,0
2021-07-07,2021-07-01,26457,515,1724,1382,2388,3125,3836,6077,7410,0
2021-07-07,2021-07-01,23344,548,2947,3039,3625,3911,4215,3141,1918,0
2021-07-07,2021-07-01,22618,210,2026,5002,3168,2816,3472,3035,2889,0
2021-07-07,2021-07-01,23007,408,2589,4534,3836,3119,3376,3130,2015,0
2021-07-07,2021-07-01,24412,482,2472,4186,4034,3684,4167,3296,2091,0
2021-07-07,2021-07-01,23679,360,2104,3552,3273,3340,4389,4087,2574,0
2021-07-07,2021-07-01,16875,468,2422,2706,2946,2985,2751,1747,850,0
2021-07-07,2021-07-01,15130,251,1858,2871,2475,2305,2579,1881,910,0
2021-07-07,2021-07-01,16091,235,1454,3066,2889,2407,2701,2198,1141,0
2021-07-07,2021-07-01,20145,438,2393,3240,3157,3375,3655,2592,1295,0
2021-07-07,2021-07-01,17717,357,1937,2521,2607,2762,3201,2438,1894,0
2021-07-07,2021-07-01,13095,333,2511,1908,2041,2462,2003,1185,652,0
2021-07-07,2021-07-01,16699,378,2115,2471,2594,2903,2922,1954,1362,0
2021-07-07,2021-07-01,19471,504,3084,3136,3297,3624,3092,1830,904,0
2021-07-07,2021-07-01,28224,667,3212,3363,4278,4659,5129,4743,2173,0
2021-07-07,2021-07-01,9765,128,1016,1316,1216,1398,1851,1658,1182,0
2021-07-07,2021-07-01,19072,182,1293,2089,1628,1697,2909,4243,5031,0
2021-07-07,2021-07-01,10226,110,536,668,707,987,1961,2655,2602,0
2021-07-07,2021-07-01,15582,114,755,633,831,1569,3418,4555,3707,0
2021-07-07,2021-07-01,5111,97,638,453,771,946,998,847,361,0
2021-07-07,2021-07-01,6708,69,569,1489,1382,1026,902,774,497,0
2021-07-07,2021-07-01,8890,63,376,571,628,811,1343,2720,2378,0
2021-07-07,2021-07-01,12388,278,1247,961,1033,1690,2541,2492,2146,0
2021-07-07,2021-07-01,2154,54,237,209,247,370,438,414,185,0
2021-07-07,2021-07-01,2477,40,305,586,367,343,369,325,142,0
2021-07-07,2021-07-01,11343,67,338,358,540,660,1520,3492,4368,0
2021-07-07,2021-07-01,3650,83,314,214,400,569,741,880,449,0
2021-07-07,2021-07-01,4079,46,304,337,404,452,660,1014,862,0
2021-07-07,2021-07-01,2323,91,298,392,422,336,403,263,118,0
2021-07-07,2021-07-01,2172,36,185,148,194,299,503,540,267,0
2021-07-07,2021-07-01,5172,196,735,447,634,1092,1149,609,310,0
2021-07-07,2021-07-01,2866,50,321,301,353,420,499,439,483,0
2021-07-07,2021-07-01,8859,118,529,272,346,965,1857,2588,2184,0
2021-07-07,2021-07-01,10378,67,406,389,379,1047,2705,3453,1932,0
2021-07-07,2021-07-01,1026,18,78,133,146,147,188,208,108,0
2021-07-07,2021-07-01,22397,0,88,190,219,490,3289,8192,9925,4
2021-07-07,2021-07-01,23185,19,115,154,186,417,2524,8287,11483,0
2021-07-07,2021-07-01,505,0,30,25,38,52,80,160,115,5
2021-07-07,2021-07-01,711,11,74,92,124,108,149,109,44,0
2021-07-07,2021-07-01,668,0,81,223,99,58,87,62,56,2
2021-07-07,2021-07-01,240,0,15,31,26,29,56,45,34,4
2021-07-07,2021-07-01,3192,0,31,36,27,77,709,1315,990,7
2021-07-07,2021-07-01,2689,10,75,85,73,150,527,942,827,0
2021-07-07,2021-07-01,107,0,10,13,16,17,16,17,18,0
2021-07-07,2021-07-01,3,0,0,0,0,0,0,0,0,3
2021-07-07,2021-07-01,9759,275,1544,1402,1484,1775,1703,966,610,0
2021-07-07,2021-07-01,12631,257,989,1196,1741,1842,2391,2390,1825,0
2021-07-07,2021-07-01,5877,39,980,1743,976,710,684,475,270,0
2021-07-07,2021-07-01,4160,13,112,124,153,266,772,1433,1287,0
2021-07-07,2021-07-01,12759,350,1416,1401,1759,1926,2505,2288,1114,0
2021-07-07,2021-07-01,5315,60,421,1102,884,844,978,741,285,0
2021-07-07,2021-07-01,15830,580,2306,1559,3260,3366,2113,1653,993,0
2021-07-07,2021-07-01,11997,339,1643,1091,1861,2301,1929,1854,979,0
2021-07-07,2021-07-01,20999,416,1686,1451,2460,2775,3115,5032,4064,0
2021-07-07,2021-07-01,18514,288,1453,2360,2671,2817,3304,3102,2519,0
2021-07-07,2021-07-01,13508,169,1236,3024,2427,1997,2052,1635,968,0
2021-07-07,2021-07-01,12264,234,1304,1421,1546,1765,2342,2245,1407,0
2021-07-07,2021-07-01,23810,492,2108,2858,2989,3532,4128,4094,3609,0
2021-07-07,2021-07-01,12885,261,1269,2277,2291,2125,2189,1601,872,0
2021-07-07,2021-07-01,16327,205,1195,1380,1496,1940,2665,3667,3779,0
2021-07-07,2021-07-01,18881,421,1951,1144,2028,3146,3721,3804,2666,0
2021-07-07,2021-07-01,25542,181,1320,1269,1409,1893,3199,6974,9297,0
2021-07-07,2021-07-01,20237,687,2325,1301,3485,4013,2930,3267,2229,0
2021-07-07,2021-07-01,15964,248,1184,1190,1858,1999,3025,4533,1927,0
2021-07-07,2021-07-01,12800,164,1163,2857,2359,1955,1927,1540,835,0
2021-07-07,2021-07-01,10290,147,1101,2234,1913,1692,1624,1106,473,0
2021-07-07,2021-07-01,13906,424,1376,2082,2907,2540,2125,1639,813,0
2021-07-07,2021-07-01,12835,202,1312,1511,1511,1728,2444,2195,1932,0
2021-07-07,2021-07-01,10872,178,692,1495,1333,1301,1890,2037,1946,0
2021-07-07,2021-07-01,15469,371,1580,1202,1481,2235,3293,3167,2140,0
2021-07-07,2021-07-01,10140,335,1253,790,1667,2188,1839,1393,675,0
2021-07-07,2021-07-01,7322,131,848,1255,1266,1144,1301,889,488,0
2021-07-07,2021-07-01,5391,49,445,1276,781,708,842,799,491,0
2021-07-07,2021-07-01,3722,72,477,598,570,668,645,466,226,0
2021-07-07,2021-07-01,18214,244,1199,1454,1748,2119,3185,4141,4124,0
2021-07-07,2021-07-01,9579,178,998,931,1253,1557,2113,1643,906,0
2021-07-07,2021-07-01,7512,154,989,1207,1101,1283,1268,957,553,0
2021-07-07,2021-07-01,27316,1038,3595,1601,3979,5715,4134,3875,3379,0
2021-07-07,2021-07-01,31337,563,2804,2086,2785,4901,6525,6204,5469,0
2021-07-07,2021-07-01,19276,615,1948,2076,3477,3533,2920,2427,2280,0
2021-07-07,2021-07-01,17323,315,1499,960,1731,2860,3911,3783,2264,0
2021-07-14,2021-07-01,13493,426,2222,2233,2491,2562,1979,1084,496,0
2021-07-14,2021-07-01,19784,483,2212,3010,3140,3134,3697,2704,1404,0
2021-07-14,2021-07-01,13607,396,2092,1945,2121,2485,2306,1560,702,0
2021-07-14,2021-07-01,34726,1009,3574,2827,5376,6159,6296,6218,3267,0
2021-07-14,2021-07-01,21419,266,1844,4666,3515,3021,3348,2786,1973,0
2021-07-14,2021-07-01,21007,747,2983,3040,3850,3954,3277,2134,1022,0
2021-07-14,2021-07-01,21840,654,2715,2729,3940,3812,3510,3005,1475,0
2021-07-14,2021-07-01,16998,305,1914,2330,2265,2610,2941,2630,2003,0
2021-07-14,2021-07-01,24001,679,2938,4056,3897,3696,4453,2790,1492,0
2021-07-14,2021-07-01,16974,502,2431,2391,2553,3021,2874,2106,1096,0
2021-07-14,2021-07-01,22691,636,2992,3188,4241,4110,3671,2295,1558,0
2021-07-14,2021-07-01,26494,1023,3696,3412,5315,5442,3892,2489,1225,0
2021-07-14,2021-07-01,22925,813,3437,3379,4416,4689,3188,1923,1080,0
2021-07-14,2021-07-01,11637,402,2052,1636,1762,2078,1899,1180,628,0
2021-07-14,2021-07-01,21290,665,2784,2335,2958,3711,4577,2835,1425,0
2021-07-14,2021-07-01,16573,521,2611,2746,3187,2928,2440,1420,720,0
2021-07-14,2021-07-01,11509,219,1252,1680,1597,1790,2043,1815,1113,0
2021-07-14,2021-07-01,15560,348,1562,2303,2533,2236,2684,2288,1606,0
2021-07-14,2021-07-01,22870,541,2307,3200,3356,3374,4224,3605,2263,0
2021-07-14,2021-07-01,12628,302,1663,2307,2056,2098,2071,1394,737,0
2021-07-14,2021-07-01,13909,295,1637,2079,2210,1957,2434,1971,1326,0
2021-07-14,2021-07-01,22350,401,2116,2151,2475,2950,3522,4116,4619,0
2021-07-14,2021-07-01,29431,685,2713,3195,4320,4375,5388,5128,3627,0
2021-07-14,2021-07-01,22318,258,1401,1942,2111,2197,4204,5449,4756,0
2021-07-14,2021-07-01,16213,181,1409,3441,2205,2000,2591,2286,2100,0
2021-07-14,2021-07-01,22712,305,1808,2177,2257,2642,3146,4782,5595,0
2021-07-14,2021-07-01,12597,319,1715,1757,1988,2084,1987,1760,987,0
2021-07-14,2021-07-01,22524,479,1990,3554,3816,3645,3822,3009,2209,0
2021-07-14,2021-07-01,17685,417,1937,2320,2892,2656,2980,2383,2100,0
2021-07-14,2021-07-01,23613,380,2013,1877,2215,3432,5329,4982,3385,0
2021-07-14,2021-07-01,19415,578,2626,2184,3194,3731,2931,2693,1478,0
2021-07-14,2021-07-01,16804,500,2197,1645,2466,3107,2819,2405,1665,0
2021-07-14,2021-07-01,17233,444,2233,2572,2681,2973,2974,1981,1375,0
2021-07-14,2021-07-01,26671,544,1776,1408,2406,3160,3859,6077,7441,0
2021-07-14,2021-07-01,31466,235,10520,9616,3468,2392,2516,1733,986,0
2021-07-14,2021-07-01,33283,761,3999,5489,5444,5568,5806,4071,2145,0
2021-07-14,2021-07-01,27097,355,4160,6289,3809,3075,3593,2946,2870,0
2021-07-14,2021-07-01,21161,594,3022,2970,3225,3699,3705,2425,1521,0
2021-07-14,2021-07-01,26496,635,3287,3748,4322,4597,4324,3708,1875,0
2021-07-14,2021-07-01,32371,629,3141,5050,5331,4959,5541,4694,3026,0
2021-07-14,2021-07-01,23549,483,2958,3729,3663,3653,3990,3168,1905,0
2021-07-14,2021-07-01,23574,506,3125,5293,4145,3966,3562,1986,991,0
2021-07-14,2021-07-01,18754,595,2944,2788,2911,3459,3153,1875,1029,0
2021-07-14,2021-07-01,20539,754,3530,3154,3243,3788,3325,1729,1016,0
2021-07-14,2021-07-01,25096,487,2758,3278,3494,3796,4813,3992,2478,0
2021-07-14,2021-07-01,33000,578,3594,4843,4141,4833,6189,5453,3369,0
2021-07-14,2021-07-01,26114,826,3537,3954,4514,4516,4405,2833,1529,0
2021-07-14,2021-07-01,16219,357,1876,2885,2868,2609,2682,1845,1097,0
2021-07-14,2021-07-01,17773,605,3132,2895,2837,3225,2703,1563,813,0
2021-07-14,2021-07-01,20374,395,2658,3778,3052,2996,3229,2405,1861,0
2021-07-14,2021-07-01,28774,720,3365,3457,4368,4741,5174,4773,2176,0
2021-07-14,2021-07-01,23658,588,3049,3078,3664,3937,4259,3155,1928,0
2021-07-14,2021-07-01,22912,222,2083,5079,3213,2858,3500,3053,2904,0
2021-07-14,2021-07-01,23309,440,2653,4601,3890,3152,3399,3153,2021,0
2021-07-14,2021-07-01,24783,527,2557,4263,4092,3723,4218,3305,2098,0
2021-07-14,2021-07-01,24085,391,2196,3627,3339,3398,4417,4122,2595,0
2021-07-14,2021-07-01,17380,523,2551,2805,3018,3072,2793,1761,857,0
2021-07-14,2021-07-01,15506,279,1953,2944,2547,2358,2617,1894,914,0
2021-07-14,2021-07-01,17620,316,2009,3448,2801,2496,2685,2401,1464,0
2021-07-14,2021-07-01,16361,246,1497,3122,2938,2466,2724,2211,1157,0
2021-07-14,2021-07-01,20598,476,2512,3324,3220,3458,3683,2621,1304,0
2021-07-14,2021-07-01,18135,404,2010,2606,2675,2829,3250,2461,1900,0
2021-07-14,2021-07-01,13633,381,2683,1993,2114,2560,2043,1204,655,0
2021-07-14,2021-07-01,19993,565,3236,3223,3380,3703,3135,1840,911,0
2021-07-14,2021-07-01,16951,308,1679,1909,2183,2146,2981,3343,2402,0
2021-07-14,2021-07-01,12869,357,1446,1424,1776,1943,2516,2286,1121,0
2021-07-14,2021-07-01,10176,327,1650,1468,1555,1844,1730,986,616,0
2021-07-14,2021-07-01,12720,264,1006,1206,1751,1863,2403,2394,1833,0
2021-07-14,2021-07-01,10287,121,543,678,712,995,1962,2670,2606,0
2021-07-14,2021-07-01,15690,122,778,644,843,1584,3439,4560,3720,0
2021-07-14,2021-07-01,5197,105,656,460,787,962,1009,851,367,0
2021-07-14,2021-07-01,6747,75,592,1492,1384,1024,904,775,501,0
2021-07-14,2021-07-01,8992,72,399,582,640,826,1352,2727,2394,0
2021-07-14,2021-07-01,12466,282,1264,973,1044,1700,2545,2493,2165,0
2021-07-14,2021-07-01,2217,60,248,215,263,384,445,417,185,0
2021-07-14,2021-07-01,2525,42,323,592,373,353,374,325,143,0
2021-07-14,2021-07-01,11407,70,346,360,551,668,1529,3503,4380,0
2021-07-14,2021-07-01,3691,85,324,217,406,578,747,881,453,0
2021-07-14,2021-07-01,4153,54,320,347,411,463,671,1020,867,0
2021-07-14,2021-07-01,2358,98,309,400,421,344,406,262,118,0
2021-07-14,2021-07-01,4206,15,118,130,156,271,776,1447,1293,0
2021-07-14,2021-07-01,5963,45,998,1770,994,719,691,476,270,0
2021-07-14,2021-07-01,2219,40,194,152,200,308,510,544,271,0
2021-07-14,2021-07-01,2949,53,357,309,364,428,508,444,486,0
2021-07-14,2021-07-01,8908,124,532,280,353,970,1865,2590,2194,0
2021-07-14,2021-07-01,10433,70,418,391,380,1057,2716,3459,1942,0
2021-07-14,2021-07-01,1040,21,81,136,149,147,189,208,109,0
2021-07-14,2021-07-01,22518,0,94,192,224,501,3301,8228,9973,5
2021-07-14,2021-07-01,23260,20,117,156,188,422,2536,8299,11522,0
2021-07-14,2021-07-01,520,0,35,26,39,54,83,160,118,5
2021-07-14,2021-07-01,732,15,85,95,126,108,150,109,44,0
2021-07-14,2021-07-01,686,0,81,231,103,61,87,63,57,3
2021-07-14,2021-07-01,244,0,14,31,28,29,57,46,35,4
2021-07-14,2021-07-01,3200,0,33,37,27,77,706,1322,991,7
2021-07-14,2021-07-01,2695,11,77,86,73,150,527,942,829,0
2021-07-14,2021-07-01,106,0,10,12,15,18,16,17,18,0
2021-07-14,2021-07-01,3,0,0,0,0,0,0,0,0,3
2021-07-14,2021-07-01,5225,203,750,452,640,1102,1156,609,313,0
2021-07-14,2021-07-01,5373,67,431,1117,889,853,980,747,289,0
2021-07-14,2021-07-01,9938,142,1048,1344,1248,1425,1876,1666,1189,0
2021-07-14,2021-07-01,18345,257,1224,1483,1763,2132,3197,4143,4146,0
2021-07-14,2021-07-01,10480,160,1153,2263,1940,1723,1646,1114,481,0
2021-07-14,2021-07-01,16053,620,2362,1584,3300,3399,2131,1660,997,0
2021-07-14,2021-07-01,12208,368,1707,1126,1889,2326,1947,1854,991,0
2021-07-14,2021-07-01,21206,442,1738,1480,2494,2809,3127,5043,4073,0
2021-07-14,2021-07-01,18766,309,1502,2404,2715,2855,3338,3109,2534,0
2021-07-14,2021-07-01,13706,184,1283,3075,2459,2015,2067,1648,975,0
2021-07-14,2021-07-01,12540,259,1362,1458,1591,1804,2368,2265,1433,0
2021-07-14,2021-07-01,24022,510,2138,2906,3020,3565,4151,4107,3625,0
2021-07-14,2021-07-01,13087,275,1309,2321,2330,2162,2203,1613,874,0
2021-07-14,2021-07-01,16587,232,1255,1405,1533,1974,2697,3687,3804,0
2021-07-14,2021-07-01,19160,432,2030,1168,2052,3199,3761,3822,2696,0
2021-07-14,2021-07-01,25791,193,1383,1294,1424,1932,3241,6990,9334,0
2021-07-14,2021-07-01,20419,709,2374,1320,3516,4042,2943,3270,2245,0
2021-07-14,2021-07-01,16179,264,1247,1211,1885,2027,3054,4547,1944,0
2021-07-14,2021-07-01,19334,207,1340,2126,1667,1735,2943,4264,5052,0
2021-07-14,2021-07-01,13026,225,1346,1539,1528,1758,2471,2217,1942,0
2021-07-14,2021-07-01,10979,182,718,1513,1352,1315,1893,2048,1958,0
2021-07-14,2021-07-01,15599,383,1619,1218,1490,2249,3313,3176,2151,0
2021-07-14,2021-07-01,10253,353,1279,806,1675,2212,1853,1395,680,0
2021-07-14,2021-07-01,7566,144,949,1284,1297,1173,1321,906,492,0
2021-07-14,2021-07-01,12934,172,1193,2877,2385,1983,1940,1542,842,0
2021-07-14,2021-07-01,3810,84,492,625,581,675,655,470,228,0
2021-07-14,2021-07-01,5433,52,444,1296,784,713,849,804,491,0
2021-07-14,2021-07-01,9710,191,1022,954,1268,1577,2131,1649,918,0
2021-07-14,2021-07-01,7636,167,1016,1235,1122,1292,1287,962,555,0
2021-07-14,2021-07-01,27579,1086,3664,1619,4015,5760,4153,3888,3394,0
2021-07-14,2021-07-01,31602,587,2853,2108,2826,4960,6554,6215,5499,0
2021-07-14,2021-07-01,19511,634,2004,2106,3517,3566,2939,2456,2289,0
2021-07-14,2021-07-01,14117,461,1410,2119,2944,2580,2137,1651,815,0
2021-07-14,2021-07-01,17499,356,1531,973,1750,2884,3932,3792,2281,0
2021-07-21,2021-07-01,19884,500,2228,3025,3160,3145,3701,2712,1413,0
2021-07-21,2021-07-01,13774,421,2136,1971,2144,2515,2319,1561,707,0
2021-07-21,2021-07-01,34919,1069,3622,2843,5375,6165,6325,6231,3289,0
2021-07-21,2021-07-01,21341,807,3065,3088,3909,3992,3313,2142,1025,0
2021-07-21,2021-07-01,23069,834,3485,3400,4427,4710,3202,1929,1082,0
2021-07-21,2021-07-01,17870,457,1969,2362,2916,2686,2986,2387,2107,0
2021-07-21,2021-07-01,22051,688,2778,2756,3974,3842,3528,3005,1480,0
2021-07-21,2021-07-01,24160,707,2983,4092,3898,3720,4468,2794,1498,0
2021-07-21,2021-07-01,17142,528,2488,2407,2583,3040,2874,2119,1103,0
2021-07-21,2021-07-01,22829,663,3050,3198,4266,4103,3681,2307,1561,0
2021-07-21,2021-07-01,21583,300,1893,4682,3537,3041,3359,2792,1979,0
2021-07-21,2021-07-01,13758,465,2303,2271,2540,2600,1993,1088,498,0
2021-07-21,2021-07-01,17146,326,1954,2356,2288,2614,2957,2637,2014,0
2021-07-21,2021-07-01,26651,1058,3744,3436,5340,5461,3890,2491,1231,0
2021-07-21,2021-07-01,21352,680,2810,2343,2952,3716,4582,2844,1425,0
2021-07-21,2021-07-01,16849,574,2699,2779,3240,2956,2455,1426,720,0
2021-07-21,2021-07-01,11632,233,1283,1701,1614,1809,2055,1823,1114,0
2021-07-21,2021-07-01,15674,376,1601,2300,2545,2257,2690,2292,1613,0
2021-07-21,2021-07-01,22996,559,2329,3209,3372,3398,4239,3613,2277,0
2021-07-21,2021-07-01,12897,350,1722,2336,2105,2135,2091,1411,747,0
2021-07-21,2021-07-01,14095,330,1693,2094,2235,1990,2445,1981,1327,0
2021-07-21,2021-07-01,22469,424,2143,2165,2484,2959,3541,4122,4631,0
